"id","sic_code","course_name","status","server"
2388,"356899.0","Power transmission equipment",,
2389,"356901.0","Filters",,
2390,"356902.1","Firefighting equipment",,
2391,"356902.2","Fire related equipment",,
2392,"356903.0","Lubricating equipment",,
2393,"356904.1","Gas producers",,
2394,"356904.2","Gas generators a",,
2395,"356904.3","Other gas related equipment",,
2396,"356999.0","General industrial machinery",,
2397,"357199.0","Electronic computers",,
2398,"357201.1","Computer disk",,
2399,"357201.2","Drum drives and components",,
2400,"357202.1","Computer tape drives",,
2401,"357202.2","Computer components",,
2402,"357299.0","Computer storage devices",,
2403,"357501.1","Computer terminals",,
2404,"357501.2","Computer monitors",,
2405,"357501.3","Computer components",,
2406,"357599.0","Computer terminals",,
2407,"357701.0","Printers and plotters",,
2408,"357702.0","Keytape equipment except drives",,
2409,"357703.0","Disk and diskette equipment except drives",,
2410,"357704.0","Keypunch equipment",,
2411,"357705.1","Magnetic ink",,
2412,"357705.2","Optical scanning devices",,
2413,"357799.0","Computer peripheral equipment",,
2414,"357801.1","Accounting machines",,
2415,"357801.2","Cash registers",,
2416,"357802.1","Calculators",,
2417,"357802.2","Adding machines",,
2418,"357803.0","Banking machines",,
2419,"357899.1","Calculating",,
2420,"357899.2","Accounting equipment",,
2421,"357901.1","Mailing machines",,
2422,"357901.2","letter handling machines",,
2423,"357901.3","Addressing machines",,
2424,"357902.1","Typing machines",,
2425,"357902.2","Word processing machines",,
2426,"357903.0","Paper handling machines",,
2427,"357999.0","Office machines",,
2428,"358101.1","Mechanisms for automatic vending machines",,
2429,"358101.2","Parts for automatic vending machines",,
2430,"358201.0","Commercial laundry equipment",,
2431,"358501.0","Air conditioning equipment",,
2432,"358502.0","Refrigeration equipment",,
2433,"358503.0","Heating equipment",,
2434,"358504.1","Parts for heating equipment",,
2435,"358504.2","Parts for cooling equipment",,
2436,"358504.3","Parts for refrigerating equipment",,
2437,"358505.1","Soda fountain",,
2438,"358505.2","Beverage dispensing equipment and parts",,
2439,"358506.1","Humidifiers",,
2440,"358506.2","Dehumidifiers",,
2441,"358599.1","Refrigeration equipment",,
2442,"358599.2","Heating equipment",,
2443,"358699.1","Measuring pumps",,
2444,"358699.2","Dispensing pumps",,
2445,"358901.1","Commercial cooking equipment",,
2446,"358901.2","Foodwarming equipment",,
2447,"358902.0","Commercial cleaning equipment",,
2448,"358903.1","Sewage treatment equipment",,
2449,"358903.2","Water treatment equipment",,
2450,"358999.0","Service industry machinery",,
2451,"359201.0","Valves",,
2452,"359299.1","Carburetors",,
2453,"359299.2","pistons",,
2454,"359299.3","rings",,
2455,"359299.4","valves",,
2456,"359399.1","Fluid power cylinders",,
2457,"359399.2","Fluid power actuators",,
2458,"359401.0","Fluid power pumps",,
2459,"359402.0","Fluid power motors",,
2460,"359499.1","Fluid power pumps",,
2461,"359499.2","Fluid power motors",,
2462,"359699.1","Scales",,
2463,"359901.0","Amusement park equipment",,
2464,"359902.1","Flexible metal hose",,
2465,"359902.2","Flexible metal tubing",,
2466,"359902.3","Flexible metal bellows",,
2467,"359903.1","Job shop machine",,
2468,"359903.2","Other job shop work",,
2469,"359999.0","Industrial machinery",,
2470,"36.0","ELECTRONIC AND OTHER ELECTRICAL EQUIPMENT AND COMPONENTS EXCEPT COMPUTER EQUIPMENT",,
2471,"361201.1","Power Transformers",,
2472,"361201.2","Distribution Transformers",,
2473,"361202.0","Lamp ballasts",,
2474,"361203.0","Specialty Transformers",,
2475,"361299.0","Transformersexcept electric",,
2476,"361301.0","Power circuit breakers",,
2477,"361302.1","Panel and distribution boards",,
2478,"361302.2","Other related panel apparatus",,
2479,"361303.1","Fuses",,
2480,"361303.2","Fuse equipment",,
2481,"361399.1","Switchgear",,
2482,"361399.2","Switchboard apparatus",,
2483,"362101.1","Electric motor parts",,
2484,"362101.2","Electric generator parts",,
2485,"362102.1","Electric motor",,
2486,"362102.2","Electric generator auxillary parts",,
2487,"362103.1","Control equipment for electric buses",,
2488,"362103.2","Control equipment for locomotives",,
2489,"362199.1","Motors",,
2490,"362199.2","Generators",,
2491,"362499.1","Carbon products",,
2492,"362499.2","Graphite products",,
2493,"362501.1","Motor controls",,
2494,"362501.2","Accessories controls",,
2495,"362502.1","Industrial electrical relays",,
2496,"362502.2","Industrial electrical switches",,
2497,"362599.1","Relays",,
2498,"362599.2","Industrial controls",,
2499,"362901.0","Electronic generation equipment",,
2500,"362902.1","Capacitors",,
2501,"362902.2","Condensers",,
2502,"362999.0","Electrical industrial apparatus",,
2503,"363101.0","Indoor cooking equipment",,
2504,"363199.0","Household cooking equipment",,
2505,"363299.1","Household refrigerators",,
2506,"363299.2","Household freezers",,
2507,"363301.1","Household laundry machines",,
2508,"363301.2","Coinoperated laundries",,
2509,"363399.0","Household laundry equipment",,
2510,"363401.0","Electric household cooking appliances",,
2511,"363402.0","Electric household cooking utensils",,
2512,"363403.1","Electric household fans",,
2513,"363403.2","Electric heaters",,
2514,"363403.3","Electric humidifiers",,
2515,"363404.1","Housewares",,
2516,"363404.2","Cooking appliances and utensils",,
2517,"363405.0","Personal electrical appliances",,
2518,"363599.0","Household vacuum cleaners",,
2519,"363901.0","Major kitchen appliances",,
2520,"363901.1","Refrigerators and stoves",,
2521,"363902.0","Sewing equipment",,
2522,"363999.0","Household appliances",,
2523,"364101.1","Electric lamps",,
2524,"364102.2","Electric parts for specialized applications",,
2525,"364301.1","Power outlets",,
2526,"364301.2","Power sockets",,
2527,"364302.0","Electric switches",,
2528,"364303.0","Electric connectors",,
2529,"364399.0","Currentcarrying wiring services",,
2530,"364401.1","Electric outlet",,
2531,"364401.2","switch boxes",,
2532,"364401.3","Fuse boxes",,
2533,"364402.1","Electric conduits",,
2534,"364402.2","Electric fittings",,
2535,"364499.0","Noncurrentcarrying wiring services",,
2536,"364501.1","Lamp",,
2537,"364501.2","Light shades",,
2538,"364599.0","Residential lighting fixtures",,
2539,"364699.0","Commercial lighting fixtures",,
2540,"364701.0","Motor vehicle lighting equipment",,
2541,"364799.0","Vehicular lighting equipment",,
2542,"364801.0","Outdoor lighting equipment",,
2543,"364802.0","Stage lighting equipment",,
2544,"364899.0","Lighting equipment",,
2545,"365101.0","Household audio equipment",,
2546,"365102.0","Household video equipment",,
2547,"365199.1","Household audio equipment",,
2548,"365199.2","Household video equipment",,
2549,"365299.1","Prerecorded records",,
2550,"365299.2","Prerecorded tapes",,
2551,"366101.1","Telephones",,
2552,"366101.2","Telephone apparatus",,
2553,"366102.1","Telegraph",,
2554,"366102.2","Related telegraph apparatus",,
2555,"366199.1","Telephone apparatus",,
2556,"366301.1","Radio broadcasting",,
2557,"366301.2","Communications equipment",,
2558,"366302.0","Television broadcasting",,
2559,"366399.1","Radio communications equipment",,
2560,"366399.2","Television communications equipment",,
2561,"366901.0","Emergency alarms",,
2562,"366902.0","Transportation signaling devices",,
2563,"366999.0","Communications equipment",,
2564,"367101.1","Cathode ray tubes",,
2565,"367101.2","Rebuilt tubes",,
2566,"367102.1","Transmittal electron tubes",,
2567,"367102.2","industrial electron tubes",,
2568,"367102.3","Special purpose electron tubes",,
2569,"367299.0","Printed circuit boards",,
2570,"367401.1","Semiconductor diodes",,
2571,"367401.2","Semiconductors rectifiers",,
2572,"367402.1","Integrated circuits semiconductor networks",,
2573,"367402.2","Integrated circuits semiconductor networks",,
2574,"367403.0","Light sensitive devices",,
2575,"367404.0","Radiation sensors",,
2576,"367499.1","Semiconductors",,
2577,"367499.2","Semiconductors related devices",,
2578,"367599.0","Electronic capacitors",,
2579,"367699.0","Electronic resistors",,
2580,"367701.0","Electronic Transformers",,
2581,"367799.1","Electronic coils",,
2582,"367799.2","Electronic Transformers",,
2583,"367901.0","Electronic circuits",,
2584,"367902.1","Recording apparatus",,
2585,"367902.2","Playback apparatus",,
2586,"367902.3","Phonograph",,
2587,"367903.1","Electronic loads",,
2588,"367903.2","Electronic power supplies",,
2589,"367904.0","Electronic crystals",,
2590,"367905.0","Electronic switches",,
2591,"367999.0","Electronic components",,
2592,"369199.0","Storage batteries",,
2593,"369299.1","Primary batteries dry",,
2594,"369299.2","Primary batteries wet",,
2595,"369401.1","Battery charging alternators",,
2596,"369401.2","Battery charging generators",,
2597,"369402.1","Ignition apparatus",,
2598,"369402.2","Distributors apparatus",,
2599,"369499.0","Engine electrical equipment",,
2600,"369501.1","Magnetic disks",,
2601,"369501.2","Magnetic drums",,
2602,"369502.0","Magnetic tape",,
2603,"369599.1","Magnetic recording media",,
2604,"369599.2","Optical recording media",,
2605,"369901.0","Highenergy particle physics equipment",,
2606,"369902.0","Electrical welding equipment",,
2607,"369903.0","Electronic training devices",,
2608,"369904.0","Electric sound equipment",,
2609,"369905.0","Security devices",,
2610,"369906.0","Household electrical equipment",,
2611,"369999.1","Electrical equipment",,
2612,"369999.2","Electrical supplies",,
2613,"37.0","TRANSPORT EQUIPMENT",,
2614,"371101.1","Automobile assembly",,
2615,"371102.0","Truckand tractor truck assembly",,
2616,"371103.0","Military motor vehicle assembly",,
2617,"371104.0","Busand other large specialty vehicle assembly",,
2618,"371301.1","Truck bodies",,
2619,"371301.2","Truck parts",,
2620,"371302.0","Specialty motor vehicle bodies",,
2621,"371401.1","Motor vehicle engines",,
2622,"371401.2","Motor vehicle parts",,
2623,"371402.1","Motor vehicle transmissions",,
2624,"371402.2","Motor vehicle drive assemblies",,
2625,"371402.3","Motor vehicle parts",,
2626,"371403.1","Motor vehicle body components",,
2627,"371403.2","Motor vehicle frame",,
2628,"371404.0","Motor vehicle electrical equipment",,
2629,"371405.1","Motor vehicle brake systems",,
2630,"371405.2","Motor vehicle parts",,
2631,"371406.1","Motor vehicle steering systems",,
2632,"371406.2","Motor vehicle parts",,
2633,"371407.1","Motor vehicle wheels",,
2634,"371499.2","Motor vehicle accessories",,
2635,"371599.0","Truck trailers",,
2636,"371699.0","Motor homes",,
2637,"372101.0","Motorized aircraft",,
2638,"372102.1","Nonmotorized aircraft",,
2639,"372102.2","Lighterthanair aircraft",,
2640,"372199.0","Aircraft",,
2641,"372499.1","Aircraft engines",,
2642,"372499.2","Engine parts",,
2643,"372801.1","Aircraft body assemblies and parts",,
2644,"372801.2","Aircraft wing assemblies and parts",,
2645,"372802.1","Aircraft propellers",,
2646,"372802.2","Aircraft associated equipment",,
2647,"372803.1","Aircraft landing assemblies",,
2648,"372803.2","Aircraft brakes",,
2649,"372804.1","Military aircraft equipment",,
2650,"372804.2","Military aircraft armament",,
2651,"372805.0","Aircraft training equipment",,
2652,"372899.1","Aircraft parts",,
2653,"372899.2","Aircraft equipment",,
2654,"373101.1","Commercial cargo ships building",,
2655,"373101.2","Commercial cargo ships repairing",,
2656,"373102.1","Military ships building",,
2657,"373102.2","Military ships repairing",,
2658,"373103.1","Commercial passenger ships building",,
2659,"373103.2","Commercial passenger ships repairing",,
2660,"373199.1","Shipbuilding",,
2661,"373199.2","Repairing",,
2662,"373201.1","Motorized boat building",,
2663,"373201.2","Motorized boat repairing",,
2664,"373202.1","Nonmotorized boat building",,
2665,"373202.2","Nonmotorized boat repairing",,
2666,"373299.1","Boatbuilding",,
2667,"373299.2","Repairing",,
2668,"374301.0","Railroad equipment except locomotives",,
2669,"374302.1","Interurban cars",,
2670,"374302.2","Car equipment",,
2671,"374303.1","Locomotives",,
2672,"374303.2","Locomotives parts",,
2673,"375101.1","Motorcycles",,
2674,"375101.2","Motorcycles related parts",,
2675,"375102.1","Bicycles",,
2676,"375102.2","Bicycles related parts",,
2677,"375199.1","Motorcycles and bycicles",,
2678,"375199.2","Motorcycles and bycicles parts",,
2679,"376199.1","Guided missiles",,
2680,"376199.2","Space vehicles",,
2681,"376499.1","Space propulsion units",,
2682,"376499.2","Space propulsion parts",,
2683,"376999.0","Space vehicle equipment",,
2684,"379299.1","Travel trailers",,
2685,"379299.2","Campers",,
2686,"379599.1","Tanks",,
2687,"379599.2","Tank components",,
2688,"379901.1","Trailers",,
2689,"379901.2","Trailer equipment",,
2690,"379902.0","Recreational vehicles",,
2691,"379903.0","Offroad vehicles except recreational vehicles",,
2692,"379904.1","Pushcarts",,
2693,"379904.2","Wheelbarrows",,
2694,"379999.0","Transportation equipment",,
2695,"38.0","MEASUREMENT ANALYSIS AND CONTROL INSTRUMENTS",,
2696,"381201.1","Aircraft/aerospace flight instruments",,
2697,"381201.2","Aircraft/aerospace guidance systems",,
2698,"381202.0","Aircraft control instruments",,
2699,"381203.1","Navigational systems",,
2700,"381203.2","Navigational instruments",,
2701,"381204.0","Nautical instruments",,
2702,"381205.1","Defense systems",,
2703,"381205.2","Defense equipment",,
2704,"381206.1","Search systems and instruments",,
2705,"381206.2","Detection systems and instruments",,
2706,"381299.1","Search equipment",,
2707,"381299.2","Navigation equipment",,
2708,"382101.0","Laboratory apparatus except heating and measuring",,
2709,"382102.0","Laboratory furniture",,
2710,"382103.0","Laboratory heating apparatus",,
2711,"382104.0","Laboratory measuring apparatus",,
2712,"382201.1","Air conditioning controls",,
2713,"382201.2","Refrigeration controls",,
2714,"382202.0","Hardware for environmental regulators",,
2715,"382203.1","Thermostats",,
2716,"382203.2","Other environmental sensors",,
2717,"382204.0","Hydronic controls",,
2718,"382205.0","Electric heat controls",,
2719,"382206.1","Appliance controls",,
2720,"382206.2","Airconditioning and refrigeration controls",,
2721,"382299.0","Environmental controls",,
2722,"382301.0","Temperature measurement instruments industrial",,
2723,"382302.0","Pressure measurement instruments industrial",,
2724,"382303.1","Industrial flow measuring instruments",,
2725,"382303.2","Liquid measuring instruments",,
2726,"382304.0","Industrial process measurement equipment",,
2727,"382305.0","Onstream gas/liquid analysis instruments industrial",,
2728,"382399.0","Process control instruments",,
2729,"382401.1","Integrating and totalizing meters for gas",,
2730,"382401.2","Integrating and totalizing meters for liquids",,
2731,"382402.1","Mechanical and electromechanical counters",,
2732,"382402.2","Mechanical devices",,
2733,"382402.3","Electromechanical devices",,
2734,"382403.0","Vehicle instruments",,
2735,"382499.1","Fluid meters",,
2736,"382499.2","Counting devices",,
2737,"382501.0","Engine electrical test equipment",,
2738,"382502.1","Test equipment for electronic",,
2739,"382502.2","Test equipment for electric measurement",,
2740,"382503.0","Electrical energy measuring equipment",,
2741,"382599.0","Instruments to measure electricity",,
2742,"382601.1","Spectroscopic measuring equipment",,
2743,"382601.2","Other optical properties measuring equipment.",,
2744,"382602.0","Analytical optical instruments",,
2745,"382603.0","Liquid testing apparatus",,
2746,"382604.0","Blood testing apparatus",,
2747,"382605.0","Gas testing apparatus",,
2748,"382606.1","Instruments measuring magnetic properties",,
2749,"382606.2","Instruments measuring electrical properties",,
2750,"382607.0","Instruments measuring thermal properties",,
2751,"382699.0","Analytical instruments",,
2752,"382701.1","Optical instruments",,
2753,"382701.2","Optical apparatus",,
2754,"382702.1","Lens coating equipment",,
2755,"382702.2","Lens grinding equipment",,
2756,"382799.1","Optical instruments",,
2757,"382799.2","Optical lenses",,
2758,"382901.1","Aircraft measurement equipment",,
2759,"382901.2","Motor vehicle measurement equipment",,
2760,"382902.1","Geophysical testing equipment",,
2761,"382902.2","Meteorological testing equipment",,
2762,"382903.1","Surveying equipment",,
2763,"382903.2","Drafting equipment",,
2764,"382904.0","Physical property testing equipment",,
2765,"382905.1","Nuclear radiation apparatus",,
2766,"382905.2","Nuclear testing apparatus",,
2767,"382906.1","Automatic turnstiles",,
2768,"382906.2","Automatic turnstiles related apparatus",,
2769,"382907.1","Thermometers",,
2770,"382907.2","Temperature sensors",,
2771,"382999.1","Measuring devices",,
2772,"382999.2","Controlling devices",,
2773,"384101.1","Ophthalmic instruments",,
2774,"384101.2","Ophthalmic apparatus",,
2775,"384102.0","Diagnostic apparatus medical",,
2776,"384103.1","Veterinarians' instruments",,
2777,"384103.2","Veterinarians' apparatus",,
2778,"384104.1","Surgical instruments",,
2779,"384105.1","Medical instruments",,
2780,"384105.2","Medical equipment",,
2781,"384105.3","blood and bone work",,
2782,"384199.1","Surgical instruments",,
2783,"384199.2","Medical instruments",,
2784,"384201.0","Personal safety equipment",,
2785,"384202.1","Cotton",,
2786,"384202.2","Cotton applicators",,
2787,"384203.0","Prosthetic appliances",,
2788,"384204.0","Orthopedic appliances",,
2789,"384205.1","Bandages",,
2790,"384205.2","Dressings",,
2791,"384299.0","Surgical appliances and Surgical supplies",,
2792,"384301.0","Dental equipment",,
2793,"384302.0","Dental materials",,
2794,"384499.1","Xray apparatus",,
2795,"384499.2","Xray apparatus tubes",,
2796,"384501.0","Electromedical apparatus",,
2797,"384502.0","Electrotherapeutic apparatus",,
2798,"384599.0","Electromedical equipment",,
2799,"385101.1","Frames lenses",,
2800,"385101.2","and parts for eyeglass",,
2801,"385101.3","Parts for spectacle",,
2802,"385102.0","Protective eyeware",,
2803,"385199.0","Ophthalmic goods",,
2804,"386101.1","Sensitized film",,
2805,"386101.2","Sensitized cloth",,
2806,"386101.3","Sensitized paper",,
2807,"386102.1","Photographic processing equipment",,
2808,"386102.2","Photographic processing chemicals products",,
2809,"386103.1","Photographic Cameras",,
2810,"386103.2","Cameras related equipment",,
2811,"386104.1","Photographic film holders",,
2812,"386104.2","Plate holders",,
2813,"386104.3","Paper holders",,
2814,"386105.1","Reproduction machines",,
2815,"386105.2","Reproduction equipment",,
2816,"386106.0","Photographic processing chemicals",,
2817,"386199.1","Photographic equipment",,
2818,"386199.2","Photographic supplies",,
2819,"387399.1","Watches parts",,
2820,"387399.2","clocks parts",,
2821,"387399.3","watchcases parts",,
2822,"39.0","MANUFACTURING VARIOUS",,
2823,"391101.0","Jewelry apparel",,
2824,"391102.1","Cigar accessories",,
2825,"391103.1","Jewelry mountings",,
2826,"391103.2","Jewelry trimmings",,
2827,"391104.0","Precious metal cases",,
2828,"391401.0","Silverware",,
2829,"391402.0","Nickle silverware",,
2830,"391403.0","Pewter ware",,
2831,"391404.0","Plated ware (all metals)",,
2832,"391405.0","Stainless steel ware",,
2833,"391499.1","Silverware",,
2834,"391501.1","Jewelers' findings",,
2835,"391501.2","Jewelers' materials",,
2836,"391502.1","Lapidary work",,
2837,"391502.2","and diamond cutting",,
2838,"391502.3","Diamond polishing",,
2839,"391599.1","Jewelers' materials",,
2840,"391599.2","Jewelers' lapidary work",,
2841,"393101.1","Keyboard instruments",,
2842,"393101.2","Keyboard instruments parts",,
2843,"393102.1","String instruments",,
2844,"393102.2","String instruments parts",,
2845,"393103.1","Woodwind instruments",,
2846,"393103.2","Woodwind instruments parts",,
2847,"393104.1","Brass instruments",,
2848,"393104.2","Brass instruments parts",,
2849,"393105.1","Percussion instruments",,
2850,"393105.2","Percussion instruments parts",,
2851,"393199.0","Musical instruments",,
2852,"394201.1","Dolls and doll clothing",,
2853,"394299.2","Dolls and stuffed toys",,
2854,"394401.0","Children's vehicles except bicycles",,
2855,"394402.1","Electronic games",,
2856,"394402.2","Electronic toys",,
2857,"394403.1","Board games",,
2858,"394403.2","puzles",,
2859,"394403.3","Games models except electronic",,
2860,"394404.0","Toy guns",,
2861,"394405.0","Toy musical instruments",,
2862,"394406.1","Toy trains",,
2863,"394406.2","Toyairplanes",,
2864,"394407.1","Baby carriages",,
2865,"394407.2","Baby carriages restraint seats",,
2866,"394499.1","children's games",,
2867,"394499.2","children's toys",,
2868,"394499.3","Children's vehicles",,
2869,"394901.0","Golf equipment",,
2870,"394902.0","Fishing equipment",,
2871,"394903.0","Exercise equipment",,
2872,"394904.0","Winter sports equipment",,
2873,"394905.0","Hunting equipment",,
2874,"394906.0","Water sports equipment",,
2875,"394907.0","Protective sporting equipment",,
2876,"394908.1","Darts equipment and supplies",,
2877,"394908.2","Table sports equipment and supplies",,
2878,"394909.0","Racket sports equipment",,
2879,"394910.1","Bowling equipment",,
2880,"394910.2","Bowling supplies",,
2881,"394911.1","Baseball sport equipment",,
2882,"394911.2","softball sport equipment",,
2883,"394911.3","Cricket sport equipment",,
2884,"394912.1","Croquet equipment and supplies",,
2885,"394912.2","Polo equipment and supplies",,
2886,"394913.0","Team sports equipment",,
2887,"394999.1","Sporting goods",,
2888,"394999.2","Athletic goods",,
2889,"395199.1","Pens",,
2890,"395199.2","Pens and mechanical pencils",,
2891,"395201.0","Artists' materials except pencils and leads",,
2892,"395202.0","Artists' equipment",,
2893,"395203.1","Pencils",,
2894,"395203.2","Pencils leads including artists",,
2895,"395299.0","Lead pencils and art goods",,
2896,"395301.1","Embossing seals",,
2897,"395301.2","Hand stamps",,
2898,"395399.0","Marking devices",,
2899,"395501.1","Carbon paper",,
2900,"395599.2","Inked ribbons",,
2901,"396101.1","Jewelry apparel",,
2902,"396101.2","nonprecious metals",,
2903,"396102.0","Costume novelties",,
2904,"396199.0","Costume jewelry",,
2905,"396501.1","Buttons",,
2906,"396502.1","Pins",,
2907,"396502.2","Needles",,
2908,"396503.0","Fasteners",,
2909,"396599.1","Fasteners",,
2910,"399101.0","Brooms",,
2911,"399102.1","Paint brushes",,
2912,"399102.2","Varnish brushes",,
2913,"399103.0","Brushesexcept paint and varnish",,
2914,"399301.0","Electric signs",,
2915,"399399.1","Advertising Signs",,
2916,"399399.2","Advertising specialties",,
2917,"399599.0","Burial caskets",,
2918,"399699.0","Hard surface floor coverings",,
2919,"399901.1","Barber equipment",,
2920,"399901.2","Beauty shop equipment",,
2921,"399902.1","Hair",,
2922,"399902.2","Hairbased products",,
2923,"399903.1","Feathers",,
2924,"399903.2","Feather products",,
2925,"399904.0","Furs",,
2926,"399905.1","Cigarette products and accessories",,
2927,"399905.2","Cigar products and accessories",,
2928,"399906.1","Umbrellas parts",,
2929,"399906.2","Canes parts",,
2930,"399907.1","Artificial trees",,
2931,"399907.2","Artificial flowers",,
2932,"399908.1","Novelties",,
2933,"399908.2","bricabrac",,
2934,"399908.3","Hobby kits",,
2935,"399909.0","Beekeepers' supplies",,
2936,"399910.0","Coinoperated amusement machines",,
2937,"399911.0","Modelsexcept toy",,
2938,"399912.1","Identification badges",,
2939,"399912.2","Identification insignia",,
2940,"399913.0","Advertising display products",,
2941,"399914.1","Handbag frames and handles",,
2942,"399914.2","Luggage frames and handles",,
2943,"399999.0","Manufacturing industries",,
2944,"40.0","RAIL TRANSPORT",,
2945,"401199.1","Railroads",,
2946,"401199.2","Railroads linehaul operating",,
2947,"401399.1","Switching services",,
2948,"401399.2","Terminal services",,
2949,"41.0","LOCAL AND INTERURBAN TRANSPORT OF PASSENGERS IN TRANSIT AND INTERURBAN ROAD",,
2950,"411101.0","Bus transportation",,
2951,"411102.1","Street transportation",,
2952,"411102.2","Trolley car transportation",,
2953,"411103.0","Airport transportation",,
2954,"411104.0","Passenger rail transportation",,
2955,"411199.1","Local transit",,
2956,"411199.2","Suburban transit",,
2957,"411901.0","Local rental transportation",,
2958,"411999.0","Local passenger transportation",,
2959,"413199.1","Intercity transportation",,
2960,"413199.2","Rural bus transportation",,
2961,"417399.1","Bus terminal",,
2962,"417399.2","Service facilities",,
2963,"42.0","AUTOMOTIVE CARGO TRANSPORTATION AND STORAGE",,
2964,"421201.1","Animal transportation services",,
2965,"421201.2","Farm product transportation services",,
2966,"421202.0","Liquid transfer services",,
2967,"421203.1","Lumber trucking",,
2968,"421203.2","Timber trucking",,
2969,"421204.0","Moving services",,
2970,"421299.0","Local trucking without storage",,
2971,"421399.0","Truckingexcept local",,
2972,"421499.0","Local trucking with storage",,
2973,"421599.0","Courier services except by air",,
2974,"422101.0","Elevator storage",,
2975,"422199.1","Farm product warehousing",,
2976,"422199.2","Farm product storage",,
2977,"422299.1","Refrigerated warehousing",,
2978,"422299.2","Refrigerated storage",,
2979,"422599.1","General warehousing",,
2980,"422599.2","General storage",,
2981,"422601.0","Liquid storage",,
2982,"422602.1","Household goods",,
2983,"422602.2","Furniture storage",,
2984,"422699.1","Special warehousing",,
2985,"422699.2","Special storage",,
2986,"44.0","WATER TRANSPORTATION",,
2987,"442499.0","Deep sea domestic transportation of freight",,
2988,"444901.1","Canal freight transportation",,
2989,"444901.2","Intracoastal freight transportation",,
2990,"444999.0","Water transportation of freight",,
2991,"448299.0","Ferries",,
2992,"448999.0","Water passenger transportation",,
2993,"449101.1","Marine loading services",,
2994,"449101.2","Marine unloading services",,
2995,"449102.1","Docks",,
2996,"449102.2","piers",,
2997,"449102.3","Terminals",,
2998,"449199.0","Marine cargo handling",,
2999,"449299.1","Towing service",,
3000,"449299.2","Tugboat service",,
3001,"449399.0","Marinas",,
3002,"449901.1","Marine salvaging services",,
3003,"449901.2","Marine surveying services",,
3004,"449902.0","Water transportation cleaning services",,
3005,"449903.1","Boat and ship rental",,
3006,"449903.2","Boat and ship leasing except pleasure",,
3007,"449904.1","Marine dismantling services",,
3008,"449904.2","Marine scrapping services",,
3009,"449999.0","Water transportation services",,
3010,"45.0","AIR TRANSPORTATION",,
3011,"451299.0","Scheduled air transportation",,
3012,"451399.0","Air courier services",,
3013,"452201.0","Nonscheduled charter services",,
3014,"452299.0","Nonscheduled air transportation",,
3015,"458101.1","Hangars storage facilities",,
3016,"458101.2","Other aircraft storage facilities",,
3017,"458102.1","Aircraft maintenance services",,
3018,"458102.2","Aircraft repair services",,
3019,"458103.1","Airports",,
3020,"458103.2","Flying fields",,
3021,"458199.1","Airports",,
3022,"458199.2","flying fields",,
3023,"458199.3","Airports and flying fields services",,
3024,"46.0","PIPES EXCEPT NATURAL GAS",,
3025,"461399.0","Refined petroleum pipelines",,
3026,"461999.0","Pipelines",,
3027,"47.0","TRANSPORTATION SERVICES",,
3028,"472499.0","Travel agencies",,
3029,"472599.0","Tour operators",,
3030,"472901.0","Transportation ticket offices",,
3031,"472999.0","Passenger transportation arrangement",,
3032,"473101.1","Transportation agents",,
3033,"473101.2","Transportation brokers",,
3034,"473102.0","Freight forwarding",,
3035,"473199.0","Freight transportation arrangement",,
3036,"474199.0","Rental of railroad cars",,
3037,"478399.1","Packing",,
3038,"478399.2","Crating",,
3039,"478501.0","Toll operations",,
3040,"478502.0","Transportation inspection services",,
3041,"478599.1","Inspection",,
3042,"478599.2","Fixed facilities",,
3043,"478901.1","Cargo loading services",,
3044,"478901.2","Cargo unloading services",,
3045,"478902.0","Passenger train services",,
3046,"478903.0","Horse drawn transportation services",,
3047,"478904.1","Railroad maintenance services",,
3048,"478904.2","Railroad repair services",,
3049,"478999.0","Transportation services",,
3050,"48.0","COMMUNICATIONS",,
3051,"481299.0","Radiotelephone communication",,
3052,"481301.1","Local telephone communications",,
3053,"481301.2","Long distance telephone communications",,
3054,"481302.0","Online service providers",,
3055,"481399.0","Telephone communication except radio",,
3056,"482201.0","Photographic message services",,
3057,"482202.1","Cable services",,
3058,"482202.2","telegram services",,
3059,"482202.3","Telex services",,
3060,"482299.1","Telegraph communications",,
3061,"482299.2","Other communications",,
3062,"483201.1","Radio broadcasting stations",,
3063,"483201.2","Radio broadcasting stations music format",,
3064,"483202.0","Radio broadcasting stations except music format",,
3065,"483299.0","Ethnic programming",,
3066,"483399.0","Television broadcasting stations",,
3067,"484199.1","Cable services",,
3068,"484199.2","Other pay television services",,
3069,"489999.0","Communication services",,
3070,"49.0","ELECTRICAL GAS AND SANITARY SERIES",,
3071,"491199.0","Electric services",,
3072,"492501.1","Mixed natural gas",,
3073,"492501.2","Manufactured gas except petroleum",,
3074,"492599.1","Gas production",,
3075,"492599.2","Gas distribution",,
3076,"493100.1","Electric services",,
3077,"493100.2","Other services combined",,
3078,"493199.0","Cogeneration of electric power",,
3079,"495301.1","Hazardous waste collection",,
3080,"495301.2","Hazardous waste disposal",,
3081,"495302.1","Refuse collection services",,
3082,"495302.2","Refuse disposal services",,
3083,"495303.0","Nonhazardous waste disposal sites",,
3084,"495399.0","Refuse systems",,
3085,"495901.1","Road maintenance services",,
3086,"495901.2","airport maintenance services",,
3087,"495901.3","Parking lot maintenance services",,
3088,"495902.0","Disease control",,
3089,"495903.1","Toxic waste cleanup",,
