sic_code,course,status,server
281905.0,Alums,nan,nan
281906.1,Fuels,nan,nan
281906.2,Radioactive compounds,nan,nan
281907.0,Carbides,nan,nan
281908.0,Silica compounds,nan,nan
281909.1,Metal salts except sodium potassium aluminum,nan,nan
281909.2,Metal compounds except sodium potassium aluminum,nan,nan
281910.0,Nonmetallic compounds,nan,nan
281911.1,Ammonium salts,nan,nan
281911.2,Ammonium compounds,nan,nan
281999.0,Industrial inorganic chemicals,nan,nan
282101.0,Thermosetting materials,nan,nan
282102.0,Thermoplastic materials,nan,nan
282103.0,Cellulose derivative materials,nan,nan
282104.0,Plasticizer/additive based plastic materials,nan,nan
282199.1,Plastics materials,nan,nan
282199.2,Resins,nan,nan
282201.0,Butadiene rubbers,nan,nan
282299.0,Synthetic rubber,nan,nan
282399.0,Cellulosic manmade fibers,nan,nan
282499.0,Noncellulosic organic fibers,nan,nan
283301.0,Medicinal chemicals,nan,nan
283302.1,Alkaloids,nan,nan
283302.2,Other botanical based products,nan,nan
283303.0,Antibiotics,nan,nan
283304.0,Animal based products,nan,nan
283401.1,Drugs affecting neoplasms,nan,nan
283401.2,Drugs affecting endrocrine systems,nan,nan
283402.1,Drugs acting on the central nervous system .,nan,nan
283402.2,Drugs acting on the sense organs,nan,nan
283403.0,Drugs acting on the cardiovascular system except diagnostic,nan,nan
283404.0,Drugs acting on the respiratory system,nan,nan
283405.1,Drugs acting on the gastrointestinal,nan,nan
283405.2,Drugs acting on the genitourinary system,nan,nan
283406.0,Dermatologicals,nan,nan
283407.1,Vitamin preparations for human use,nan,nan
283407.2,Preparations for human use,nan,nan
283407.3,Hematinic preparations for human use,nan,nan
283408.1,Drugs affecting parasitic,nan,nan
283408.2,Drugs affecting infective diseases,nan,nan
283499.0,Pharmaceutical preparations,nan,nan
283599.0,Diagnostic substances,nan,nan
283601.0,Blood derivatives,nan,nan
283602.0,Extracts,nan,nan
283603.1,Vaccines,nan,nan
283603.2,Other immunizing products,nan,nan
283604.0,Culture media,nan,nan
283605.1,Toxins,nan,nan
283605.2,Viruses,nan,nan
283605.3,Similar substance and venoms,nan,nan
283699.0,Biological products except diagnostic,nan,nan
284199.1,Soap detergents,nan,nan
284199.2,Other detergents,nan,nan
284201.0,Specialty cleaning,nan,nan
284202.1,Polishing preparations,nan,nan
284202.2,Polishing related products,nan,nan
284203.0,Drycleaning preparations,nan,nan
284204.1,Sanitation preparations,nan,nan
284204.2,Disinfectants,nan,nan
284204.3,Deodorants,nan,nan
284205.0,Laundry cleaning preparations,nan,nan
284299.1,Polishes goods,nan,nan
284299.2,Sanitation goods,nan,nan
284301.1,Oils,nan,nan
284301.2,Greases,nan,nan
284302.0,Finishing agents,nan,nan
284303.0,Processing assistants,nan,nan
284399.0,Surface active agents,nan,nan
284401.0,Hair preparations including shampoos,nan,nan
284402.0,Oral preparations,nan,nan
284403.1,Perfumes,nan,nan
284403.2,Colognes,nan,nan
284404.0,Shaving preparations,nan,nan
284405.0,Cosmetic preparations,nan,nan
284499.0,Toilet preparations,nan,nan
285101.1,Paints,nan,nan
285101.2,Paint additives,nan,nan
285102.1,Lacquers,nan,nan
285102.3,Enamels,nan,nan
285102.4,Other coatings,nan,nan
285103.1,Putty,nan,nan
285103.2,Wood fillers,nan,nan
285103.3,Wood sealers,nan,nan
285104.1,Removers,nan,nan
285104.2,Cleaners,nan,nan
286101.0,Wood distillation products,nan,nan
286102.0,Wood extract products,nan,nan
286199.1,Gum chemicals,nan,nan
286199.2,Wood chemicals,nan,nan
286501.1,Dyes,nan,nan
286501.2,Pigments,nan,nan
286502.0,Cyclic organic crudes,nan,nan
286503.0,Cyclic organic intermediates,nan,nan
286504.1,Tar,nan,nan
286504.2,Coal tar,nan,nan
286504.3,Tar related chemicals,nan,nan
286599.1,Cyclic crudes,nan,nan
286599.2,Intermediates crudes,nan,nan
286901.0,Alcohols non beverage,nan,nan
286902.0,Olefins,nan,nan
286903.1,Amines,nan,nan
286903.3,Salts,nan,nan
286903.4,Esters.,nan,nan
286904.0,Fuels,nan,nan
286905.1,Perfumes,nan,nan
286905.2,Flavorings,nan,nan
286905.3,Food additives,nan,nan
286906.1,Aldehydes,nan,nan
286906.2,Ketones,nan,nan
286999.0,Industrial organic chemicals,nan,nan
287301.1,Ammonia,nan,nan
287301.2,Ammonium salts,nan,nan
287399.0,Nitrogenous fertilizers,nan,nan
287401.0,Phosphates,nan,nan
287499.0,Phosphatic fertilizers,nan,nan
287599.0,Fertilizers mixing only,nan,nan
287901.1,Insecticides,nan,nan
287901.2,Pesticides,nan,nan
287999.0,Agricultural chemicals,nan,nan
289101.0,Sealants,nan,nan
289102.0,Adhesives,nan,nan
289201.1,Primary explosives,nan,nan
289201.2,Fuses,nan,nan
289201.3,Detonators,nan,nan
289202.0,Secondary high explosives,nan,nan
289399.0,Printing ink,nan,nan
289599.0,Carbon black,nan,nan
289901.1,Oils,nan,nan
289901.2,Essential oils,nan,nan
289902.0,Acids,nan,nan
289903.0,Gelatin,nan,nan
289904.1,Flares,nan,nan
289904.2,Fireworks,nan,nan
289904.3,Flares and similar Fireworks preparations,nan,nan
289905.0,Sizes,nan,nan
289999.0,Chemical preparations,nan,nan
29.0,OIL REFINING AND RELATED INDUSTRIES,nan,nan
291101.2,Liquefied petroleum gases,nan,nan
291102.0,Light distillates,nan,nan
291103.0,Intermediate distillates,nan,nan
291104.0,Heavy distillates,nan,nan
291105.0,Residues,nan,nan
291106.0,Aromatic chemical products,nan,nan
291107.0,Nonaromatic chemical products,nan,nan
291199.0,Petroleum refining,nan,nan
295101.0,Paving blocks,nan,nan
295102.0,Paving mixtures,nan,nan
295201.0,Roofing materials,nan,nan
295202.0,Siding materials,nan,nan
295299.1,Asphalt felts,nan,nan
295299.2,Asphalt coatings,nan,nan
299201.0,Lubricating oils,nan,nan
299299.1,Lubricating oils,nan,nan
299299.2,Lubricating greases,nan,nan
299901.0,Coke,nan,nan
299902.1,Fuel briquettes,nan,nan
299902.2,Fuel waxes,nan,nan
30.0,VARIOUS RUBBER AND PLASTICS PRODUCTS,nan,nan
301101.0,Inner tubes all tire types,nan,nan
301102.1,Pneumatic tires,nan,nan
301102.2,All tire types,nan,nan
301103.1,Tire materials,nan,nan
301103.2,Inner tube materials,nan,nan
301103.3,Tire and inner tube related products,nan,nan
301199.0,Tires and inner tubes,nan,nan
302101.1,Protective rubber footwear,nan,nan
302101.2,Protective plastic footwear,nan,nan
302102.1,Shoes rubber molded to fabric,nan,nan
302102.2,Shoes plastic molded to fabric,nan,nan
305201.0,Rubber hose,nan,nan
305202.0,Plastic hose,nan,nan
305203.0,Rubber belting,nan,nan
305204.0,Plastic belting,nan,nan
305301.0,Gaskets and sealing devices,nan,nan
305302.0,Packing materials,nan,nan
306199.0,Mechanical rubber goodf,nan,nan
306901.1,Medical rubber sundries,nan,nan
306901.2,Laboratory rubber sundries,nan,nan
306901.3,Related medical and loboratory products,nan,nan
306902.1,Rubber wallcoverings,nan,nan
306902.2,Rubber floorcoverings/mats,nan,nan
306903.1,Rubber coated clothing,nan,nan
306903.2,Rubber coated fabrics,nan,nan
306904.0,Airsupported rubber structures,nan,nan
306905.1,Boot products rubber,nan,nan
306905.2,Shoe products rubber,nan,nan
306906.1,Reclaimed rubber,nan,nan
306906.2,Specialty rubber compounds,nan,nan
306907.1,Sponge rubber,nan,nan
306907.2,Sponge rubber products,nan,nan
306908.0,Druggist's rubber sundries,nan,nan
306909.0,Stationer's rubber sundries,nan,nan
306910.1,Hard rubber,nan,nan
306910.2,Molded rubber products,nan,nan
306911.0,Rubber hair accessories,nan,nan
306912.0,Rubber smoking accessories,nan,nan
306913.1,Rubber Rolls,nan,nan
306913.2,Roll coverings,nan,nan
306914.0,Rubber automotive products,nan,nan
306915.0,Rubber hardware,nan,nan
306916.0,Rubber tape,nan,nan
306999.0,Fabricated rubber products,nan,nan
308199.1,Unsupported plastics film,nan,nan
308199.2,Unsupported plastics sheet,nan,nan
308299.0,Unsupported plastics profile shapes,nan,nan
308399.1,Laminated plastics plate,nan,nan
308399.2,Laminated plastics sheet,nan,nan
308699.0,Plastics foam products,nan,nan
308899.0,Plastics plumbing fixtures,nan,nan
308901.0,Plastics containers except foam,nan,nan
308902.1,Plastics kitchenware,nan,nan
308902.2,Plastics tableware,nan,nan
308902.3,Plastics houseware,nan,nan
308903.1,Plastics hardware,nan,nan
308903.2,Building products,nan,nan
308904.1,Boot products plastics,nan,nan
308904.2,Shoe products plastics,nan,nan
31.0,LEATHER AND LEATHER PRODUCTS,nan,nan
311101.0,Equestrian leather products,nan,nan
311102.0,Shoe leather,nan,nan
311103.0,Leather processing,nan,nan
311104.0,Accessory products leather,nan,nan
311105.0,Garment leather,nan,nan
311106.1,Fine pliant leather from sheepH,nan,nan
311106.2,Fine pliant leather from goat,nan,nan
311106.3,Fine pliant leather from calf,nan,nan
311107.0,Industrial leather products,nan,nan
311199.1,Leather tanning,nan,nan
311199.2,Leather finishing,nan,nan
313101.1,Boot accessories,nan,nan
313101.2,Shoe accessories,nan,nan
313102.0,Heel parts for shoes,nan,nan
313103.0,Sole parts for shoes,nan,nan
313104.0,Inner parts for shoes,nan,nan
313105.1,Body parts,nan,nan
313105.2,Shoe outers,nan,nan
314299.0,House slippers,nan,nan
314399.0,Men's footwear except athletic,nan,nan
314499.0,Women's footwear except athletic,nan,nan
314901.0,Children's footwear except athletic,nan,nan
314999.0,Footwearexcept rubber,nan,nan
315199.1,Leather gloves,nan,nan
315199.2,Leather mittens,nan,nan
316101.1,Clothing carrying cases,nan,nan
316101.2,Apparel carrying cases,nan,nan
316199.0,Luggage,nan,nan
317199.1,Women's handbags,nan,nan
317199.2,Women's purses,nan,nan
317201.0,Leather money holders,nan,nan
317202.0,Leather cases,nan,nan
317299.0,Personal leather goods,nan,nan
319901.0,Equestrian related leather articles,nan,nan
319902.0,Leather garments,nan,nan
319903.1,Leather belting,nan,nan
319903.2,Leather strapping,nan,nan
319999.0,Leather goods,nan,nan
32.0,STONE CLAY GLASS AND CONCRETE PRODUCTS,nan,nan
321101.0,Transparent optical glass except lenses,nan,nan
321102.1,Strengthened glass,nan,nan
321102.2,Reinforced glass,nan,nan
321103.0,Construction glass,nan,nan
321104.1,Plate glass,nan,nan
321104.2,Sheet glass,nan,nan
321199.0,Flat glass,nan,nan
322101.0,Food containers glass,nan,nan
322199.0,Glass containers,nan,nan
322901.1,Glass furnishings,nan,nan
322901.3,Glass furnishings,nan,nan
322901.2,Glass accessories,nan,nan
322902.0,Optical glass,nan,nan
322903.0,Industrialuse glassware,nan,nan
322904.0,Glass fiber products,nan,nan
322905.1,Glass tubes,nan,nan
322905.2,Glass tubing,nan,nan
322906.0,Scientific glassware,nan,nan
322907.0,Glass lighting equipment parts,nan,nan
322908.1,Art glassware,nan,nan
322908.2,decorative glassware,nan,nan
322908.3,Novelty glassware,nan,nan
323101.1,Ornamental glass cut,nan,nan
323101.2,Ornamental glass engraved,nan,nan
323101.3,Ornamental glass otherwise decorated,nan,nan
323102.0,Mirrored glass,nan,nan
323103.0,Reflecting glass,nan,nan
323104.1,Strengthened glass,nan,nan
323104.2,Reinforced glass,nan,nan
323105.0,Laboratory glassware,nan,nan
323199.0,Products of purchased glass,nan,nan
324199.0,Cement hydraulic,nan,nan
325101.1,Structural brick,nan,nan
325101.2,Structural blocks,nan,nan
325102.0,Structural clay tile,nan,nan
325301.1,Clay wall,nan,nan
325301.2,Floor tile,nan,nan
325302.1,Ceramic wall,nan,nan
325302.2,Floor tile,nan,nan
325501.0,Plastic refractories,nan,nan
325502.0,Glasshouse refractories,nan,nan
325503.1,Tile refractories except plastic,nan,nan
325503.2,Brick refractories except plastic,nan,nan
325504.1,Firing clay oven,nan,nan
325504.2,Firing clay accessories,nan,nan
325599.0,Clay refractories,nan,nan
325901.1,Clay pipe and tile sewer,nan,nan
325901.0,Clay pipe and tile drainage,nan,nan
325902.0,Clay chimney products,nan,nan
325903.0,Architectural clay products,nan,nan
325999.0,Structural clay products,nan,nan
326102.2,Accesorios de porcelana vitrificada,nan,nan
326299.1,Vitreous china table,nan,nan
326299.2,Vitreous china kitchenware,nan,nan
326399.1,Semivitreous table,nan,nan
326399.2,Semivitreous kitchenware,nan,nan
326499.0,Porcelain electrical supplies,nan,nan
326901.1,Pottery cooking,nan,nan
326901.2,Kitchen articles,nan,nan
326902.0,Laboratory pottery,nan,nan
326902.2,Industrial pottery,nan,nan
326903.0,China decorating,nan,nan
326904.1,Pottery household articles except kitchen articles,nan,nan
326904.2,Pottery household articles except kitchen articles,nan,nan
326905.0,Pottery florists' articles,nan,nan
326999.0,Pottery products,nan,nan
327199.0,Concrete block and Concrete brick,nan,nan
327201.1,Liquid catch concrete basins,nan,nan
327201.2,Concrete tanks,nan,nan
327201.3,Concrete covers,nan,nan
327202.0,Solid concrete containing units,nan,nan
327201.4,Liquid catch concrete basins,nan,nan
327203.1,Precast terrazo,nan,nan
327203.2,Concrete products,nan,nan
327204.1,Concrete fireplace,nan,nan
327204.2,Concrete chimney material,nan,nan
327205.1,Concrete window components sills and frames,nan,nan
327205.2,Concrete door components sills and frames,nan,nan
327206.1,Concrete products used to facilitate drainage,nan,nan
327206.2,Concrete products used to facilitate drainage,nan,nan
327207.1,Concrete structural support,nan,nan
327207.2,Concrete building material,nan,nan
327208.1,Monuments markers except terrazo,nan,nan
327208.2,Grave markers except terrazo,nan,nan
327299.0,Concrete products,nan,nan
327401.0,Building lime,nan,nan
327499.0,Lime,nan,nan
327501.0,Gypsum board,nan,nan
327502.0,Gypsum plaster,nan,nan
327599.0,Gypsum products,nan,nan
328101.0,Furniture from cut Stone,nan,nan
328102.1,Household articles from cut Stone except furniture:,nan,nan
328102.2,Household articles from cut Stone except furniture,nan,nan
328103.0,Building stone products,nan,nan
328104.0,Slate products,nan,nan
328105.1,Monument stone cut and shaped,nan,nan
328105.2,Burial stone cut and shaped,nan,nan
328106.1,Curbing Stone,nan,nan
328106.2,paving Stone,nan,nan
328106.3,Walkway Stone,nan,nan
328199.1,Cut Stone,nan,nan
328199.2,Stone products,nan,nan
329101.0,Scouring abrasive materials,nan,nan
329102.1,Abrasive ground stones,nan,nan
329102.2,Abrasive whole stones except grinding stones,nan,nan
329103.1,Abrasive metal,nan,nan
329103.2,Steel products,nan,nan
329105.0,Synthetic abrasives,nan,nan
329106.0,Coated abrasive products,nan,nan
329107.0,Artificial abrasives,nan,nan
329108.0,Abrasive grains,nan,nan
329199.0,Abrasive products,nan,nan
329201.0,Asbestos textiles except insulating material,nan,nan
329202.1,Asbestos,nan,nan
329202.2,building materials except asbestos paper,nan,nan
329203.0,Asbestos insulating materials,nan,nan
329204.0,Asbestos friction materials,nan,nan
329205.1,Tubing from asbestos and asbestos cement,nan,nan
329205.2,Piping from asbestos and asbestos cement,nan,nan
329206.0,Twisted asbestos fiber products,nan,nan
329207.0,Asbestos tile products,nan,nan
329501.1,Minerals ground,nan,nan
329501.2,Minerals otherwise treated,nan,nan
329502.1,Earths ground,nan,nan
329502.2,Earths otherwise treated,nan,nan
329599.1,Minerals ground,nan,nan
329599.2,Minerals treated,nan,nan
329601.0,Mineral wool insulation products,nan,nan
329699.0,Mineral wool,nan,nan
329701.0,Brick refractories,nan,nan
329702.0,Cement refractories,nan,nan
329703.0,Heat resistant mixtures,nan,nan
329799.0,Nonclay refractories,nan,nan
329901.0,Mica products,nan,nan
329902.0,Sand lime products,nan,nan
329903.1,Ornamental plaster work,nan,nan
329903.2,Architectural plaster work,nan,nan
329904.1,Nonmetallic mineral statuary,nan,nan
329904.2,Other decorative products,nan,nan
329992.0,Nonmetallic mineral products,nan,nan
33.0,PRIMARY METAL INDUSTRIES,nan,nan
331201.1,Chemicals products,nan,nan
331201.2,Other products derived from coking,nan,nan
331202.1,Blast furnace,nan,nan
331202.2,Blast furnace related products,nan,nan
331203.1,Primary finished shapes,nan,nan
331203.2,Semifinished shapes,nan,nan
331204.1,Structural products,nan,nan
331204.2,Rail mill products,nan,nan
331205.1,Bar products,nan,nan
331205.2,rod products,nan,nan
331205.3,Wire products,nan,nan
331206.1,Pipes,nan,nan
331206.2,Tubes,nan,nan
331207.1,Plate except coated products,nan,nan
331207.2,sheet except coated products,nan,nan
331207.3,Strip except coated products,nan,nan
331208.1,Steel for tool,nan,nan
331208.2,Steel for die,nan,nan
331208.3,Steel for alloys,nan,nan
331209.0,Wheels,nan,nan
331210.1,Coated products,nan,nan
331210.2,Plated products,nan,nan
331299.1,Blast furnaces,nan,nan
331299.2,Steel mills,nan,nan
331301.0,Manganese alloys,nan,nan
331302.0,Ferroalloys,nan,nan
331399.0,Electrometallurgical products,nan,nan
331501.0,Fencing made in wiredrawing plants,nan,nan
331503.1,Wire,nan,nan
331503.2,Fabricated wire products,nan,nan
331601.1,Coldrolled strip,nan,nan
331601.2,Coldrolled wire,nan,nan
331699.0,Cold finishing of steel shapes,nan,nan
331701.1,Seamless pipes,nan,nan
331701.2,Seamless tubes,nan,nan
331702.1,Welded pipe,nan,nan
331702.2,Welded tubes,nan,nan
332101.1,Cast iron pipe,nan,nan
332101.2,Cast iron fittings,nan,nan
332199.1,Gray iron foundries,nan,nan
332199.2,Ductile iron foundries,nan,nan
332499.0,Steel investment foundries,nan,nan
332599.0,Steel foundries,nan,nan
333101.0,Primary copper smelter products,nan,nan
333102.0,Refined primary copper products,nan,nan
333401.1,Aluminum ingots,nan,nan
333401.2,Aluminum slabs,nan,nan
333499.0,Primary aluminum,nan,nan
333901.1,Lead,nan,nan
333901.2,Zinc,nan,nan
333902.0,Precious metals,nan,nan
333903.1,Silicon,nan,nan
333903.2,Chromium,nan,nan
333999.0,Primary nonferrous metals,nan,nan
334101.1,Secondary lead,nan,nan
334101.2,Secondary zinc,nan,nan
334102.0,Secondary precious metals,nan,nan
334199.0,Secondary nonferrous metals,nan,nan
335101.1,Sheet from copper and copper alloy,nan,nan
335101.2,Strip from copper and copper alloy,nan,nan
335101.3,Plate from copper and copper alloy,nan,nan
335101.4,Products from copper and copper alloy,nan,nan
335102.1,Pipe from copper and copper alloy,nan,nan
335102.2,Tube from copper and copper alloy,nan,nan
335199.1,Copper Rolling,nan,nan
335199.2,Aluminum drawing,nan,nan
335301.1,Aluminum sheet,nan,nan
335301.2,Aluminum strip,nan,nan
335399.1,Aluminum sheet,nan,nan
335399.2,Aluminum sheet,nan,nan
335399.3,Aluminum foil,nan,nan
335401.1,Aluminum rod,nan,nan
335401.2,Aluminum bar,nan,nan
335402.1,Aluminum pipe,nan,nan
335499.0,Aluminum extruded products,nan,nan
335501.1,Aluminum wire,nan,nan
335501.2,Aluminum cable,nan,nan
335503.0,Aluminum ingot,nan,nan
335504.1,Aluminum rail,nan,nan
335504.2,Structural shapes,nan,nan
335599.1,Aluminum Rolling,nan,nan
335599.2,Aluminum drawing,nan,nan
335601.0,Leadand zinc,nan,nan
335602.0,Precious metals,nan,nan
335603.0,Magnesium,nan,nan
335604.0,Nickel,nan,nan
335605.0,Tin,nan,nan
335606.0,Titanium,nan,nan
335607.0,Zirconium,nan,nan
335699.1,Nonferrous Rolling,nan,nan
335699.2,Nonferrous drawing,nan,nan
335701.0,Communication wire,nan,nan
335799.1,Nonferrous wiredrawing,nan,nan
335799.2,Nonferrous insulating,nan,nan
336401.1,Copper,nan,nan
336401.2,Copper alloy diecastings,nan,nan
336402.1,Lead diecastings,nan,nan
336402.2,Zinc diecastings,nan,nan
336499.1,Nonferrous diecastings except aluminum,nan,nan
336499.2,Nonferrous diecastings except aluminum,nan,nan
336501.0,Utensils fom cast aluminum,nan,nan
336502.1,Aluminum alloy castings,nan,nan
336502.2,Aluminumbased alloy castings,nan,nan
336599.0,Aluminum foundries,nan,nan
336601.1,Bushings,nan,nan
336601.2,Bearings,nan,nan
336602.0,Propellers,nan,nan
336699.0,Copper foundries,nan,nan
336901.1,Lead,nan,nan
336901.2,Zinc,nan,nan
336901.3,White metal,nan,nan
336999.0,Nonferrous foundries,nan,nan
339899.0,Metal heat treating,nan,nan
339901.1,Metal powders,nan,nan
339901.2,Metal pastes,nan,nan
339901.3,Metal flakes,nan,nan
339902.0,Metal fasteners,nan,nan
339999.0,Primary metal products,nan,nan
34.0,FABRICATED METAL PRODUCTS EXCEPT MACHINERY AND TRANSPORTATION EQUIPMENT,nan,nan
341101.1,Food containers,nan,nan
341101.2,Beverage containers,nan,nan
341199.0,Metal cans,nan,nan
341299.1,Metal barrels,nan,nan
341299.2,Metal drums,nan,nan
341299.3,Metal pails,nan,nan
342101.1,Table cutlery,nan,nan
342101.2,Food cutlery,nan,nan
342101.3,Butchers' cutlery,nan,nan
342102.1,Scissors,nan,nan
342102.2,shears,nan,nan
342102.3,clippers,nan,nan
342102.4,snips,nan,nan
342102.5,Similar tools,nan,nan
342199.0,Cutlery,nan,nan
342301.1,Garden tools,nan,nan
342301.2,Farm tools,nan,nan
342301.3,Shovels,nan,nan
342302.0,Soldering tools,nan,nan
342399.1,Hand tools,nan,nan
342399.2,Edge tools,nan,nan
342599.1,Saw Blades,nan,nan
342599.2,Handsaws,nan,nan
342901.1,Furniture builders',nan,nan
342901.2,Other household hardware,nan,nan
342902.1,Keys,nan,nan
342902.2,locks,nan,nan
342902.3,Locks and Keys related hardware,nan,nan
342903.0,Motor vehicle hardware,nan,nan
342904.1,Aircraft hardware,nan,nan
342904.2,marine hardware,nan,nan
342904.3,Aircraft and marine pulleys,nan,nan
342905.1,Clamps,nan,nan
342905.2,couplings,nan,nan
342905.3,nozzles,nan,nan
342905.4,Other metal hose fittings,nan,nan
342999.0,Hardware,nan,nan
343101.1,Bathroom fixtures,nan,nan
343101.2,Sinks,nan,nan
343199.0,Metal sanitary ware,nan,nan
343299.1,Plumbing fixture fittings,nan,nan
343299.2,Plumbing trim,nan,nan
343301.1,Burners,nan,nan
343301.2,furnaces,nan,nan
343301.3,boilers,nan,nan
343301.4,Strokers,nan,nan
343302.1,Room heaters,nan,nan
343302.2,wall heaters,nan,nan
343302.3,Radiators,nan,nan
343399.0,Nonelectric heating equipment,nan,nan
344101.0,Fabricated structural metal for ships,nan,nan
344102.0,Fabricated structural metal for bridges,nan,nan
344199.0,Fabricated structural metal,nan,nan
344201.1,Window frames,nan,nan
344201.2,Door frames,nan,nan
344202.1,Louvers,nan,nan
344202.2,shutters,nan,nan
344202.3,jalousies,nan,nan
344203.1,Screen and storm doors,nan,nan
344203.2,Screen and storm Windows,nan,nan
344204.0,Metal doors,nan,nan
344205.1,Molding,nan,nan
344205.2,trim,nan,nan
344205.3,Stripping,nan,nan
344299.1,Metal doors,nan,nan
344299.2,Metal sash,nan,nan
344299.3,Metal trim,nan,nan
344301.1,Industrial vessels,nan,nan
344301.2,Industrial tanks,nan,nan
344301.3,Industrial containers,nan,nan
344302.1,Heat exchangers,nan,nan
344302.2,Heat condensers,nan,nan
344302.3,Heat components,nan,nan
344303.1,Boiler shop,nan,nan
344303.2,Boiler work,nan,nan
344304.1,Plate work,nan,nan
344304.2,Metalworking trade,nan,nan
344305.0,Plate work for the nuclear industry,nan,nan
344306.0,Liners/lining,nan,nan
344307.0,Metal parts,nan,nan
344308.1,Chutes,nan,nan
344308.2,Troughs,nan,nan
344309.1,Pipe,nan,nan
344309.2,standpipe,nan,nan
344309.3,Culverts,nan,nan
344310.1,Wind tunnels,nan,nan
344311.1,Chambers,nan,nan
344311.2,Caissons,nan,nan
344399.0,Fabricated plate work (boiler shop),nan,nan
344401.1,Culverts,nan,nan
344401.2,flumes,nan,nan
344401.3,Pipes,nan,nan
344402.0,Metal ventilating equipment,nan,nan
344403.1,Metal roofing,nan,nan
344403.2,Roof drainage equipment,nan,nan
344404.1,Metal flooring,nan,nan
344404.2,Metal siding,nan,nan
344405.1,Metal housings,nan,nan
344405.2,Metal enclosures,nan,nan
344405.3,Metal casings,nan,nan
344405.4,Other Metal containers,nan,nan
344406.1,Awnings,nan,nan
344406.2,Awnings,nan,nan
344499.0,Sheet metalwork,nan,nan
344601.1,Stairs,nan,nan
344601.2,fire escapes,nan,nan
344601.3,balconies,nan,nan
344601.4,railings,nan,nan
344601.5,Ladders,nan,nan
344602.1,Open flooring for construction,nan,nan
344602.2,Grating for construction,nan,nan
344603.1,Fences,nan,nan
344603.2,gates,nan,nan
344603.3,posts,nan,nan
344603.4,Flagpoles,nan,nan
344604.1,Partitions,nan,nan
344604.2,and supports/studs,nan,nan
344604.3,Accoustical systems,nan,nan
344605.1,Channels,nan,nan
344605.2,louvers,nan,nan
344605.3,Registers,nan,nan
344606.0,Ornamental metalwork,nan,nan
344699.0,Architectural metalwork,nan,nan
344801.0,Prefabricated metal buildings,nan,nan
344802.0,Prefabricated metal components,nan,nan
344899.0,Prefabricated metal buildings,nan,nan
344901.1,Fabricated bar joists,nan,nan
344901.2,Concrete reinforcing bars,nan,nan
344902.0,Metal plaster bases,nan,nan
344999.0,Miscellaneous metalwork,nan,nan
345201.0,Pins,nan,nan
345202.0,Washers,nan,nan
345299.1,Bolts,nan,nan
345299.2,Bolts,nan,nan
345299.3,rivets,nan,nan
345299.4,Washers,nan,nan
346201.1,Gear forgings,nan,nan
346201.2,Chain forgings,nan,nan
346202.1,Pump forgings c,nan,nan
346202.2,ompressor forgings,nan,nan
346202.3,Turbine forgings,nan,nan
346203.1,Automotive forgings,nan,nan
346203.2,Internal combustion engine forgings,nan,nan
346204.1,Railroad forgings,nan,nan
346204.2,construction forgings,nan,nan
346204.3,Mining forgings,nan,nan
346205.1,Missile forgings,nan,nan
346205.2,Ordnance forgings,nan,nan
346299.1,Iron forgings,nan,nan
346299.2,Steel forgings,nan,nan
346301.1,Pump forgings,nan,nan
346301.2,compressor forgings,nan,nan
346301.3,turbine forgings,nan,nan
346301.4,Engine forgings except auto,nan,nan
346399.0,Nonferrous forgings,nan,nan
346599.0,Automotive stampings,nan,nan
346699.0,Crownsand closures,nan,nan
346901.1,Household cooking metal utensils,nan,nan
346901.2,Kitchen metal utensils,nan,nan
346902.1,Household cooking porcelain enameled utensils,nan,nan
346902.2,Kitchen porcelain enameled utensils,nan,nan
346903.1,Porcelain enameled products,nan,nan
346903.2,Porcelain enameled products utensils,nan,nan
346904.0,Boxes from stamped metal,nan,nan
346999.0,Metal stampings,nan,nan
347101.1,Electroplating,nan,nan
347101.2,Plating,nan,nan
347102.1,Cleaning,nan,nan
347102.2,polishing,nan,nan
347102.3,Finishing,nan,nan
347901.1,Etching,nan,nan
347901.2,Engraving,nan,nan
347902.1,Painting,nan,nan
347902.2,coating,nan,nan
347902.3,Hot dipping,nan,nan
348299.0,Small arms ammunition,nan,nan
348301.0,Ammunition components,nan,nan
348399.0,Ammunitionexcept for small arms,nan,nan
348401.1,Machine guns,nan,nan
348401.2,Grenade launchers,nan,nan
348499.0,Small arms,nan,nan
348901.1,Guns,nan,nan
348901.2,howitzers,nan,nan
348901.3,mortars,nan,nan
348901.4,Related arms equipment,nan,nan
348999.1,Ordnance,nan,nan
348999.2,Ordnance accessories,nan,nan
349101.1,Automatic regulating,nan,nan
349101.2,Control valves,nan,nan
349199.0,Industrial valves,nan,nan
349201.0,Fluid power valves for aircraft,nan,nan
349299.1,Fluid power valves,nan,nan
349299.2,Hose fittings,nan,nan
349301.0,Hot formed springs,nan,nan
349302.0,Cold formed springs,nan,nan
349401.0,Pipe fittings,nan,nan
349499.1,Valves fittings,nan,nan
349499.2,Pipe fittings,nan,nan
349501.0,Precision springs,nan,nan
349599.0,Wire springs,nan,nan
349601.1,Wire cloth,nan,nan
349601.2,Woven wire products,nan,nan
349602.0,Wire chain,nan,nan
349603.0,Wire fasteners,nan,nan
349699.0,Miscellaneous fabricated wire products,nan,nan
349799.1,Metal foil,nan,nan
349799.2,Metal leaf,nan,nan
349899.1,Fabricated pipe,nan,nan
